node_label,x,y,z,ux,uy,uz,umag,scale_factor,scaled_x,scaled_y,scaled_z
1,39.29999923706055,0.0,0.0,0.0,0.0,0.0,0.0,3.290703976427052,39.29999923706055,0.0,0.0
2,38.8161506652832,0.0,6.147873878479004,0.0,0.0,0.0,0.0,3.290703976427052,38.8161506652832,0.0,6.147873878479004
3,37.376522064208984,0.0,12.144368171691895,0.0,0.0,0.0,0.0,3.290703976427052,37.376522064208984,0.0,12.144368171691895
4,35.01655578613281,0.0,17.841827392578125,0.0,0.0,0.0,0.0,3.290703976427052,35.01655578613281,0.0,17.841827392578125
5,31.794368743896484,0.0,23.099960327148438,0.0,0.0,0.0,0.0,3.290703976427052,31.794368743896484,0.0,23.099960327148438
6,27.789297103881836,0.0,27.789297103881836,0.0,0.0,0.0,0.0,3.290703976427052,27.789297103881836,0.0,27.789297103881836
7,23.099960327148438,0.0,31.794368743896484,0.0,0.0,0.0,0.0,3.290703976427052,23.099960327148438,0.0,31.794368743896484
8,17.841827392578125,0.0,35.01655578613281,0.0,0.0,0.0,0.0,3.290703976427052,17.841827392578125,0.0,35.01655578613281
9,12.144368171691895,0.0,37.376522064208984,0.0,0.0,0.0,0.0,3.290703976427052,12.144368171691895,0.0,37.376522064208984
10,6.147873878479004,0.0,38.8161506652832,0.0,0.0,0.0,0.0,3.290703976427052,6.147873878479004,0.0,38.8161506652832
11,0.0,0.0,39.29999923706055,0.0,0.0,0.0,0.0,3.290703976427052,0.0,0.0,39.29999923706055
12,-6.147873878479004,0.0,38.8161506652832,0.0,0.0,0.0,0.0,3.290703976427052,-6.147873878479004,0.0,38.8161506652832
13,-12.144368171691895,0.0,37.376522064208984,0.0,0.0,0.0,0.0,3.290703976427052,-12.144368171691895,0.0,37.376522064208984
14,-17.841827392578125,0.0,35.01655578613281,0.0,0.0,0.0,0.0,3.290703976427052,-17.841827392578125,0.0,35.01655578613281
15,-23.099960327148438,0.0,31.794368743896484,0.0,0.0,0.0,0.0,3.290703976427052,-23.099960327148438,0.0,31.794368743896484
16,-27.789297103881836,0.0,27.789297103881836,0.0,0.0,0.0,0.0,3.290703976427052,-27.789297103881836,0.0,27.789297103881836
17,-31.794368743896484,0.0,23.099960327148438,0.0,0.0,0.0,0.0,3.290703976427052,-31.794368743896484,0.0,23.099960327148438
18,-35.01655578613281,0.0,17.841827392578125,0.0,0.0,0.0,0.0,3.290703976427052,-35.01655578613281,0.0,17.841827392578125
19,-37.376522064208984,0.0,12.144368171691895,0.0,0.0,0.0,0.0,3.290703976427052,-37.376522064208984,0.0,12.144368171691895
20,-38.8161506652832,0.0,6.147873878479004,0.0,0.0,0.0,0.0,3.290703976427052,-38.8161506652832,0.0,6.147873878479004
21,-39.29999923706055,0.0,0.0,0.0,0.0,0.0,0.0,3.290703976427052,-39.29999923706055,0.0,0.0
22,-38.8161506652832,0.0,-6.147873878479004,0.0,0.0,0.0,0.0,3.290703976427052,-38.8161506652832,0.0,-6.147873878479004
23,-37.376522064208984,0.0,-12.144368171691895,0.0,0.0,0.0,0.0,3.290703976427052,-37.376522064208984,0.0,-12.144368171691895
24,-35.01655578613281,0.0,-17.841827392578125,0.0,0.0,0.0,0.0,3.290703976427052,-35.01655578613281,0.0,-17.841827392578125
25,-31.794368743896484,0.0,-23.099960327148438,0.0,0.0,0.0,0.0,3.290703976427052,-31.794368743896484,0.0,-23.099960327148438
26,-27.789297103881836,0.0,-27.789297103881836,0.0,0.0,0.0,0.0,3.290703976427052,-27.789297103881836,0.0,-27.789297103881836
27,-23.099960327148438,0.0,-31.794368743896484,0.0,0.0,0.0,0.0,3.290703976427052,-23.099960327148438,0.0,-31.794368743896484
28,-17.841827392578125,0.0,-35.01655578613281,0.0,0.0,0.0,0.0,3.290703976427052,-17.841827392578125,0.0,-35.01655578613281
